N° Ticket;Statut;Titre;N° PPV Site;Nom du Site;Code Banco;Nom Contrat;Code Agence;Agence;Région;Util. Demandeur;Util. Prise en compte;Util. Resp. Ticket;Util. Cloture;Date Demande;Date Prise en compte;Date Réal. Prog.;Date Cloture;Type de compte;Imputation;
56781;Cloturé sans suite;Opérateur Step Béziers;;;;;1112;AG Béziers Méditerranée;Occitanie;IAF033;IAF033;IAF033;IAF033;2021-02-08;2021-02-08;2021-02-08;2021-02-08;Exploitation;-;
56780;Cloturé sans suite;Problème Rockwell Pc Secours;;;;;1112;AG Béziers Méditerranée;Occitanie;IAF033;IAF033;IAF033;IAF033;2021-02-08;2021-02-08;2021-02-02;2021-02-08;Exploitation;-;
56779;Cloturé sans suite;Mise en place Pc Secours Step Béziers;;;;;1112;AG Béziers Méditerranée;Occitanie;IAF033;IAF033;IAF033;IAF033;2021-02-08;2021-02-08;2021-02-01;2021-02-08;Exploitation;-;
56777;Cloturé sans suite;Dépannage Tablette STEP;;;;;1112;AG Béziers Méditerranée;Occitanie;IAF033;IAF033;IAF033;IAF033;2021-02-08;2021-02-08;2021-02-01;2021-02-08;Exploitation;-;
56774;Cloturé sans suite;Pc Portable Step BEZ;;;;;1112;AG Béziers Méditerranée;Occitanie;IAF033;IAF033;IAF033;IAF033;2021-02-08;2021-02-08;2021-02-01;2021-02-08;Exploitation;-;
56772;Cloturé sans suite;Divers demande de ONE (Aveyron);;;;;1109;AG Occitanie Nord Est;Occitanie;IAF033;IAF033;IAF033;IAF033;2021-02-08;2021-02-08;2021-02-08;2021-02-08;Exploitation;-;
56771;Cloturé sans suite;Aide technique pour secours carca;;;;;1113;AG Aude Pyrénées Orientales;Occitanie;IAF033;IAF033;IAF033;IAF033;2021-02-08;2021-02-08;2021-02-08;2021-02-08;Exploitation;-;
56770;Cloturé sans suite;Probleme Topkapi STEP;;;;;HC115;Hors Contrat;Occitanie;IAF033;IAF033;IAF033;IAF033;2021-02-08;2021-02-08;2021-01-28;2021-02-08;Exploitation;-;
56769;Cloturé sans suite;Réactualisation devis Télécontrôle de secours;;;;;HC115;Hors Contrat;Occitanie;IAF033;IAF033;FCK343;FCK343;2021-02-08;2021-02-08;2021-01-27;2021-02-09;Exploitation;-;
56757;Cloturé sans suite;Problème remonté données pluviométrie;61381;CONDOM STEP;24901;SIAEP DE CONDOM CAUSSENS ;1110;AG Pyrénées Val de Garonne;Occitanie;QB4090;AIH262;AIH262;AIH262;2021-02-08;2021-02-08;2021-02-23;2021-02-08;Exploitation;-;
56745;Cloturé sans suite;Rajout Alarmes;15899;BERNIS Pompage Canferin + ERCA2;9539;VAUNAGE (SI de la);1109;AG Occitanie Nord Est;Occitanie;FFI241;FCK343;FCK343;FCK343;2021-02-08;2021-02-08;2021-02-08;2021-02-08;Exploitation;-;
56744;Cloturé sans suite;DiagPerm;94400;LE GRAU-DU-ROI QEU 11 Avenue Docteur Jean Bastide;21585;TERRES DE CAMARGUE (CC);1109;AG Occitanie Nord Est;Occitanie;IFD089;FCK343;FCK343;FCK343;2021-02-08;2021-02-08;2021-02-08;2021-02-12;Exploitation;-;
56737;Cloturé sans suite;Modif niveau;94400;LE GRAU-DU-ROI QEU 11 Avenue Docteur Jean Bastide;21585;TERRES DE CAMARGUE (CC);1109;AG Occitanie Nord Est;Occitanie;IFD089;FCK343;FCK343;FCK343;2021-02-08;2021-02-09;2021-02-24;2021-02-09;Exploitation;-;
56732;Cloturé sans suite;Prob Com;83823;AIMARGUES QSECTO 1 Lauze;4535;AIMARGUES;1109;AG Occitanie Nord Est;Occitanie;FFI241;FCK343;FCK343;FCK343;2021-02-08;2021-02-08;2021-02-08;2021-02-17;Exploitation;-;
56727;Cloturé;alarme;97666;VILLEDUBERT STEP;24276;CA CARCASSONNE AGGLO - Lot n°2 - Assainissement collectif;1113;AG Aude Pyrénées Orientales;Occitanie;IHC554;AFG555;AFG555;AFG555;2021-02-08;2021-02-08;2021-02-08;2021-02-08;Exploitation;-;
56721;Cloturé sans suite;Prob Connexion Bureautique;;;;;HC115;Hors Contrat;Occitanie;FCK343;FCK343;FCK343;FCK343;2021-02-08;2021-02-08;2021-02-08;2021-02-08;Exploitation;-;
56720;Cloturé sans suite;Intégration informations sur topkapi et aquacalc (feuille NF0);89743;NEFFIÈS CAPTAGE+POMPAGE+BÄCHE;26878;CC LES AVANT MONTS - Assistance au service de l'eau potable;1112;AG Béziers Méditerranée;Occitanie;DFF227;GJH222;GJH222;GJH222;2021-02-08;2021-02-08;2021-02-09;2021-02-11;Exploitation;-;
56685;Cloturé sans suite;courondelle surpresseur;74933;BÉZIERS Reservoir Courondelle + Surpresseurs quartier + Alim communes Nord;22480;L'EAU DE BÉZIERS MEDITERRANEE;1112;AG Béziers Méditerranée;Occitanie;ICG507;GJH222;GJH222;GJH222;2021-02-05;2021-02-08;2021-02-09;2021-02-11;Exploitation;-;
56682;Cloturé;Modif Barbaira STEP;84164;BARBAIRA STEP nouvelle;11323;CARCASSONNE AGGLO - BARBAIRA;1113;AG Aude Pyrénées Orientales;Occitanie;WN5049;AFG555;AFG555;AFG555;2021-02-05;2021-02-05;2021-02-20;2021-02-05;Exploitation;-;
56676;Cloturé;Programmation TOPKAPI Niveau brise charge;66554;ISSEL Brise charge;;;;;Occitanie;HEI224;AFG555;AFG555;AFG555;2021-02-05;2021-02-05;2021-02-20;2021-02-05;Exploitation;-;
56623;Cloturé sans suite;Ajout infos dans Topkapi;15887;AIGUES VIVES STEP;25712;AIGUES-VIVES;1109;AG Occitanie Nord Est;Occitanie;FFI241;FCK343;FCK343;FCK343;2021-02-05;2021-02-08;2021-02-23;2021-02-08;Exploitation;-;
56611;Cloturé;Relèves compteurs énergie via Ticknet;13566;FONT-ROMEU UTEP Usine des Bouillouses;21751;SIAEP DE LA HAUTE CERDAGNE;1113;AG Aude Pyrénées Orientales;Occitanie;WN5049;AFG555;AFG555;AFG555;2021-02-05;2021-02-05;2021-02-20;2021-02-05;Exploitation;-;
56610;A cloturer;CORNEBARRIEU PR Che Saint James (PR 3);105417;CORNEBARRIEU PR Che Saint James (PR 3);27312;TOULOUSE MÉTROPOLE - ASTEO;1137;AG Toulouse;Occitanie;TUB171;TUB171;NKA972;;2021-02-05;2021-02-05;2021-02-20;;Exploitation;-;
56596;A cloturer;LESPINASSE PR Euronord;85011;LESPINASSE PR Euronord;27312;TOULOUSE MÉTROPOLE - ASTEO;1137;AG Toulouse;Occitanie;TUB171;TUB171;NKA972;;2021-02-05;2021-02-05;2021-02-20;;Exploitation;-;
56587;Cloturé;prog topkapi;13772;CONQUES-SUR-ORBIEL Réservoir aérien + Surpresseur;11528;CARCASSONNE AGGLO - CONQUES-SUR-ORBIEL;1113;AG Aude Pyrénées Orientales;Occitanie;IHC554;AFG555;AFG555;AFG555;2021-02-04;2021-02-05;2021-02-20;2021-02-05;Exploitation;-;
56580;Cloturé sans suite;Remplacement télétransmetteur par Sofrel;13290;VALENCE SUR BAISE PR Gendarmerie;24901;SIAEP DE CONDOM CAUSSENS ;1110;AG Pyrénées Val de Garonne;Occitanie;ICK222;AIH262;AIH262;AIH262;2021-02-04;2021-02-04;2021-02-04;2021-02-15;Exploitation;-;
56579;Cloturé sans suite;Remplacement télétrans;61373;CONDOM PR Honlade;24901;SIAEP DE CONDOM CAUSSENS ;1110;AG Pyrénées Val de Garonne;Occitanie;ICK222;AIH262;AIH262;AIH262;2021-02-04;2021-02-04;2021-02-04;2021-02-15;Exploitation;-;
56577;Cloturé sans suite;Télétrans remplacé par Sofrel;61369;CONDOM PR Canal;24901;SIAEP DE CONDOM CAUSSENS ;1110;AG Pyrénées Val de Garonne;Occitanie;ICK222;AIH262;AIH262;AIH262;2021-02-04;2021-02-04;2021-02-04;2021-02-15;Exploitation;-;
56576;Cloturé sans suite;Changement de télétrans en Sofrel;61371;CONDOM PR Gauge;24901;SIAEP DE CONDOM CAUSSENS ;1110;AG Pyrénées Val de Garonne;Occitanie;ICK222;AIH262;AIH262;AIH262;2021-02-04;2021-02-04;2021-02-04;2021-02-09;Exploitation;-;
56569;Cloturé;Topkapi;;;;;1113;AG Aude Pyrénées Orientales;Occitanie;DX5045;AFG555;AFG555;AFG555;2021-02-04;2021-02-05;2021-02-20;2021-02-05;Exploitation;-;
56532;Cloturé sans suite;Historique man?uvre V1004;61629;BLAGNAC UTE Pluvial aeroport toulouse;7668;AEROPORT TOULOUSE BLAGNAC - Conception, réalisat., exploitat. et entretien unité;1110;AG Pyrénées Val de Garonne;Occitanie;XG5365;AIH262;AIH262;AIH262;2021-02-04;2021-02-04;2021-02-04;2021-02-04;Exploitation;-;
56510;Cloturé sans suite;Rajouter courbe;15899;BERNIS Pompage Canferin + ERCA2;9539;VAUNAGE (SI de la);1109;AG Occitanie Nord Est;Occitanie;GEK006;FCK343;FCK343;FCK343;2021-02-04;2021-02-04;2021-02-19;2021-02-04;Exploitation;-;
56500;Cloturé sans suite;Sonde Ijinus Postes;111188;LE GRAU-DU-ROI Capteur H2S Réseau rue des Oursins;21585;TERRES DE CAMARGUE (CC);1109;AG Occitanie Nord Est;Occitanie;SL5059;IAF033;FCK343;FCK343;2021-02-03;2021-02-03;2021-02-24;2021-02-22;Exploitation;-;
56493;Cloturé;Nouvelle programmation de TOPKAPI car nouvelle programmation du Perax P400 simplifier;82259;VILLENEUVE-LÈS-MONTRÉAL STEP;24807;VILLENEUVE-LES-MONTREAL;1113;AG Aude Pyrénées Orientales;Occitanie;HEI224;AFG555;AFG555;AFG555;2021-02-03;2021-02-05;2021-02-20;2021-02-05;Exploitation;-;
56487;Cloturé;installer open client;;;;;1113;AG Aude Pyrénées Orientales;Occitanie;GGA565;AFG555;AFG555;AFG555;2021-02-03;2021-02-03;2021-02-03;2021-02-03;Exploitation;-;
56477;Cloturé;Ajout Télécommande;97735;ALZONNE Bondouire basse/captage;24275;CA CARCASSONNE AGGLO - Lot n°1 - Eau potable;1113;AG Aude Pyrénées Orientales;Occitanie;IHC554;AFG555;AFG555;AFG555;2021-02-03;2021-02-03;2021-02-03;2021-02-03;Exploitation;-;
56476;Cloturé sans suite;Suppression information;13491;ST PONS DE MAUCHIENS Réservoir+Pompage rue du Roc;9373;CA HERAULT MEDITERRANEE - SAINT-PONS-DE-MAUCHIENS;1111;AG Thau Méditerranée;Occitanie;ICA467;QJA840;QJA840;QJA840;2021-02-03;2021-02-04;2021-02-19;2021-02-04;Exploitation;-;
56469;Cloturé sans suite;Supression d'information;13492;ST PONS DE MAUCHIENS Pompage station de  Roquemangarde rte Gignac;9373;CA HERAULT MEDITERRANEE - SAINT-PONS-DE-MAUCHIENS;1111;AG Thau Méditerranée;Occitanie;ICA467;QJA840;QJA840;QJA840;2021-02-03;2021-02-04;2021-02-19;2021-02-04;Exploitation;-;
56445;Cloturé sans suite;Modif Syno;67079;CURIÈRES Surpresseur La Guarrigue;28061;SMAEP DE LA VIADÈNE;1109;AG Occitanie Nord Est;Occitanie;BDA246;FCK343;FCK343;FCK343;2021-02-03;2021-02-03;2021-02-03;2021-02-03;Exploitation;-;
56442;Cloturé sans suite;Prise en compte décimale sur compteur distribution;13324;CAPESTANG Réservoir neuf (2x1000m3);20920;CAPESTANG;1112;AG Béziers Méditerranée;Occitanie;GS5122;QJA840;QJA840;GJH222;2021-02-03;2021-02-03;2021-02-18;2021-02-08;Exploitation;-;
56426;Cloturé sans suite;Modif DiagPerm;15927;GDR PR 3;21585;TERRES DE CAMARGUE (CC);1109;AG Occitanie Nord Est;Occitanie;IFD089;FCK343;FCK343;FCK343;2021-02-03;2021-02-03;2021-02-03;2021-02-09;Exploitation;-;
56420;Cloturé sans suite;Modif DiagPerm;15929;GDR PR 2;21585;TERRES DE CAMARGUE (CC);1109;AG Occitanie Nord Est;Occitanie;IFD089;FCK343;FCK343;FCK343;2021-02-03;2021-02-03;2021-02-03;2021-02-09;Exploitation;-;
56418;Cloturé sans suite;Modif DiagPerm;15930;GDR PR 1;21585;TERRES DE CAMARGUE (CC);1109;AG Occitanie Nord Est;Occitanie;IFD089;FCK343;FCK343;FCK343;2021-02-02;2021-02-02;2021-02-02;2021-02-09;Exploitation;-;
56416;Cloturé sans suite;Modif DiagPerm;102342;LE GRAU-DU-ROI PR Fleur de Sel;21585;TERRES DE CAMARGUE (CC);1109;AG Occitanie Nord Est;Occitanie;IFD089;FCK343;FCK343;FCK343;2021-02-02;2021-02-02;2021-02-02;2021-03-11;Exploitation;-;
56415;Cloturé sans suite;Modif DiagPerm;15951;GDR PR salonique 2;21585;TERRES DE CAMARGUE (CC);1109;AG Occitanie Nord Est;Occitanie;IFD089;FCK343;FCK343;FCK343;2021-02-02;2021-02-02;2021-02-02;2021-02-09;Exploitation;-;
56414;Cloturé sans suite;Modif DiagPerm;15940;GDR PR SALONIQUE 1;21585;TERRES DE CAMARGUE (CC);1109;AG Occitanie Nord Est;Occitanie;IFD089;FCK343;FCK343;FCK343;2021-02-02;2021-02-02;2021-02-02;2021-02-09;Exploitation;-;
56402;Cloturé sans suite;Absence de remontée de données;84392;SÉRIGNAN DO regard amont PR Jean Moulin;22485;L'EAU DE BÉZIERS MEDITERRANEE - LOT 2;1112;AG Béziers Méditerranée;Occitanie;HBK092;;;GJH222;2021-02-02;1970-01-01;1970-01-01;2021-02-08;Exploitation;-;
56373;Cloturé sans suite;Synoptique CERS AEP;94017;CERS Pompage +Forage+Réservoirs Port Soleil;22480;L'EAU DE BÉZIERS MEDITERRANEE;1112;AG Béziers Méditerranée;Occitanie;QJA840;QJA840;QJA840;QJA840;2021-02-02;2021-02-02;2021-02-17;2021-03-02;Exploitation;-;
56343;Cloturé;problème animation synoptique;13090;LAGARRIGUE PR Caron;10783;LAGARRIGUE;1113;AG Aude Pyrénées Orientales;Occitanie;HCK310;AFG555;AFG555;AFG555;2021-02-02;2021-02-05;2021-02-20;2021-02-05;Exploitation;-;
56342;Cloturé;problème animation synoptique;13091;LAGARRIGUE PR Céres;10783;LAGARRIGUE;1113;AG Aude Pyrénées Orientales;Occitanie;HCK310;AFG555;AFG555;AFG555;2021-02-02;2021-02-05;2021-02-20;2021-02-05;Exploitation;-;
56340;Cloturé;acquittement Défaut;102673;REVEL QEU Route de Vauré;24554;SMEA 31 - REVEL;1113;AG Aude Pyrénées Orientales;Occitanie;HCK310;AFG555;AFG555;AFG555;2021-02-02;2021-02-05;2021-02-20;2021-02-05;Exploitation;-;
56322;Cloturé sans suite;Demande de modification paramètres de communication " Feuille Topkapi Q2";13331;LESPIGNAN STEP Lagunage de Lespignan;20944;CC LA DOMITIENNE - LESPIGNAN;1112;AG Béziers Méditerranée;Occitanie;DFF227;QJA840;QJA840;GJH222;2021-02-02;2021-02-02;2021-02-17;2021-02-15;Exploitation;-;
56309;Cloturé sans suite;Modif DiagPerm;15938;GDR PR 5;21585;TERRES DE CAMARGUE (CC);1109;AG Occitanie Nord Est;Occitanie;IFD089;FCK343;FCK343;FCK343;2021-02-01;2021-02-01;2021-02-01;2021-02-09;Exploitation;-;
56308;Cloturé sans suite;Modif DiagPerm;15928;GDR PR 4;21585;TERRES DE CAMARGUE (CC);1109;AG Occitanie Nord Est;Occitanie;IFD089;FCK343;FCK343;FCK343;2021-02-01;2021-02-01;2021-02-01;2021-02-09;Exploitation;-;
56307;Cloturé sans suite;Modif DiagPerm;15924;GDR PR 8;21585;TERRES DE CAMARGUE (CC);1109;AG Occitanie Nord Est;Occitanie;IFD089;FCK343;FCK343;FCK343;2021-02-01;2021-02-01;2021-02-01;2021-02-09;Exploitation;-;
56306;Cloturé sans suite;Modif DiagPerm;15954;GDR PR 7;21585;TERRES DE CAMARGUE (CC);1109;AG Occitanie Nord Est;Occitanie;IFD089;FCK343;FCK343;FCK343;2021-02-01;2021-02-01;2021-02-01;2021-02-09;Exploitation;-;
56294;Cloturé sans suite;Changer unité;87011;BÉDARIEUX PR 9 Sablous;18160;BÉDARIEUX - STEP et PR;1112;AG Béziers Méditerranée;Occitanie;XOA189;QJA840;QJA840;QJA840;2021-02-01;2021-02-02;2021-02-17;2021-02-02;Exploitation;-;
56293;Cloturé sans suite;Changer unité;87003;BÉDARIEUX PR 1 Carrefour;18160;BÉDARIEUX - STEP et PR;1112;AG Béziers Méditerranée;Occitanie;XOA189;QJA840;QJA840;QJA840;2021-02-01;2021-02-02;2021-02-17;2021-02-02;Exploitation;-;
56269;Cloturé;passer la  surverse en niveau intermediaire;57475;CARCASSONNE PR La Fajeolle;24276;CA CARCASSONNE AGGLO - Lot n°2 - Assainissement collectif;1113;AG Aude Pyrénées Orientales;Occitanie;DX5045;AFG555;AFG555;AFG555;2021-02-01;2021-02-02;2021-02-17;2021-02-02;Exploitation;-;
56263;Cloturé sans suite;Passage en GPRS;109577;PÉZENAS PR CALQUIERES;14347;CA HERAULT MEDITERRANEE - PEZENAS;1111;AG Thau Méditerranée;Occitanie;ICA467;HCE437;GJH222;GJH222;2021-02-01;2021-02-15;2021-02-18;2021-02-22;Exploitation;-;
56253;Cloturé sans suite;Impossibilité d'inhiber ou désinhiber les alarmes;;;;;1109;AG Occitanie Nord Est;Occitanie;CEA207;FCK343;FCK343;FCK343;2021-02-01;2021-02-03;2021-02-18;2021-02-03;Exploitation;-;
56235;Cloturé sans suite;Ajouter Acquit defaut  distant sur Topkapi;60458;COLOMBIERS STEP;20876;CC LA DOMITIENNE - COLOMBIERS;1112;AG Béziers Méditerranée;Occitanie;DCF400;QJA840;QJA840;QJA840;2021-02-01;2021-02-01;2021-02-16;2021-02-01;Exploitation;-;
56221;Cloturé sans suite;Modif courbes;16125;LA TERRISSE UTEP du Selvet;28061;SMAEP DE LA VIADÈNE;1109;AG Occitanie Nord Est;Occitanie;BDA246;FCK343;FCK343;FCK343;2021-02-01;2021-02-01;2021-02-01;2021-02-01;Exploitation;-;
56197;Cloturé sans suite;Ajout & Controle Données;16235;CALVISSON Reservoir;9539;VAUNAGE (SI de la);1109;AG Occitanie Nord Est;Occitanie;FFI241;FCK343;FCK343;FCK343;2021-01-29;2021-01-29;2021-01-29;2021-01-29;Exploitation;-;
56196;Cloturé sans suite;Ajout & Controle Données;16276;BOISSIÈRES Reservoir;9539;VAUNAGE (SI de la);1109;AG Occitanie Nord Est;Occitanie;FFI241;FCK343;FCK343;FCK343;2021-01-29;2021-01-29;2021-01-29;2021-01-29;Exploitation;-;
56195;Cloturé sans suite;Télécontrôle Secours Marseillan;;;;;HC115;Hors Contrat;Occitanie;FCK343;FCK343;FCK343;FCK343;2021-01-29;2021-01-29;2021-01-29;2021-03-09;Exploitation;-;
56166;Cloturé sans suite;Suite à donner sur remontée sens 2 Qsecto adduction du réservoir Cadelle;21217;SAINT-GEORGES-D'ORQUES Réservoir Cadelle;2945;BAS LANGUEDOC (SIAE);1111;AG Thau Méditerranée;Occitanie;VJA542;QJA840;QJA840;QJA840;2021-01-29;2021-01-29;2021-02-13;2021-02-02;Exploitation;-;
56120;Cloturé sans suite;PR MARIDAN ARMOIRE ARMELLE;61372;CONDOM PR Maridan sortie Prétraitement  Fermier du gers;24901;SIAEP DE CONDOM CAUSSENS ;1110;AG Pyrénées Val de Garonne;Occitanie;ICK222;AIH262;AIH262;AIH262;2021-01-29;2021-02-01;2021-02-16;2021-02-02;Exploitation;-;
56107;Cloturé sans suite;Passage GPRS;15941;GDR PR avenue de camargue;21585;TERRES DE CAMARGUE (CC);1109;AG Occitanie Nord Est;Occitanie;FFI241;FCK343;FCK343;FCK343;2021-01-28;2021-01-28;2021-01-28;2021-02-17;Exploitation;-;
56100;A cloturer;TOULOUSE PR EP Pont des catalans;105360;TOULOUSE PR EP Pont des catalans;27312;TOULOUSE MÉTROPOLE - ASTEO;1137;AG Toulouse;Occitanie;TUB171;TUB171;NKA972;;2021-01-28;2021-01-28;2021-02-12;;Exploitation;-;
56097;Cloturé sans suite;Ajout d'une 2 sonde sur Armele;13291;VALENCE SUR BAISE PR HLM;24901;SIAEP DE CONDOM CAUSSENS ;1110;AG Pyrénées Val de Garonne;Occitanie;ICK222;AIH262;AIH262;AIH262;2021-01-28;2021-01-28;2021-01-28;2021-01-28;Exploitation;-;
56063;Cloturé sans suite;Mise en place du topkapi sur espalion;;;;;1109;AG Occitanie Nord Est;Occitanie;NJ5662;FCK343;IAF033;IAF033;2021-01-28;2021-02-03;2021-02-18;2021-03-08;Investissement;X300SGX;
56056;Cloturé sans suite;Modif degrés d'urgence;;;21585;TERRES DE CAMARGUE (CC);1109;AG Occitanie Nord Est;Occitanie;GEK006;FCK343;FCK343;FCK343;2021-01-28;2021-01-28;2021-02-12;2021-03-11;Exploitation;-;
56033;Cloturé sans suite;Intégration infos EDF sur topkapi et aquacalc;92200;CREISSAN STEP PS;27789;CREISSAN - Exploitation des installations (lot n°1 - assainissement);1112;AG Béziers Méditerranée;Occitanie;DFF227;QJA840;QJA840;QJA840;2021-01-28;2021-01-28;2021-02-12;2021-01-28;Exploitation;-;
56022;Cloturé sans suite;Modification échelle de mesure;15671;LOUPIAN PR+TP Eglise;19955;NORD DU BASSIN DE THAU (CC) - Collecte & transport des EU;1111;AG Thau Méditerranée;Occitanie;DGH201;QJA840;QJA840;QJA840;2021-01-28;2021-01-28;2021-02-12;2021-01-29;Exploitation;-;
56021;Cloturé sans suite;Ajout infos;15812;VILLEVEYRAC PR+TP Les Gousses;19955;NORD DU BASSIN DE THAU (CC) - Collecte & transport des EU;1111;AG Thau Méditerranée;Occitanie;DGH201;QJA840;QJA840;QJA840;2021-01-28;2021-01-29;2021-02-13;2021-01-29;Exploitation;-;
55996;Cloturé sans suite;Modif DiagPerm;16241;GDR PR Indigo;21585;TERRES DE CAMARGUE (CC);1109;AG Occitanie Nord Est;Occitanie;IFD089;FCK343;FCK343;FCK343;2021-01-27;2021-01-27;2021-01-27;2021-02-10;Exploitation;-;
55995;Cloturé sans suite;Modif DiagPerm;15922;GDR PR zac du levant;21585;TERRES DE CAMARGUE (CC);1109;AG Occitanie Nord Est;Occitanie;IFD089;FCK343;FCK343;FCK343;2021-01-27;2021-01-27;2021-01-27;2021-02-10;Exploitation;-;
55994;Cloturé sans suite;Modif DiagPerm;15946;GDR PR Z 30;21585;TERRES DE CAMARGUE (CC);1109;AG Occitanie Nord Est;Occitanie;IFD089;FCK343;FCK343;FCK343;2021-01-27;2021-01-27;2021-01-27;2021-02-10;Exploitation;-;
55993;Cloturé sans suite;Modif DiagPerm;15945;GDR PR Z 20;21585;TERRES DE CAMARGUE (CC);1109;AG Occitanie Nord Est;Occitanie;IFD089;FCK343;FCK343;FCK343;2021-01-27;2021-01-27;2021-01-27;2021-02-10;Exploitation;-;
55991;Cloturé sans suite;Modif DiagPerm;15917;GDR PR reservoir;21585;TERRES DE CAMARGUE (CC);1109;AG Occitanie Nord Est;Occitanie;IFD089;FCK343;FCK343;FCK343;2021-01-27;2021-01-27;2021-01-27;2021-02-10;Exploitation;-;
55989;Cloturé sans suite;Modif DiagPerm;15918;GDR PR chenal;21585;TERRES DE CAMARGUE (CC);1109;AG Occitanie Nord Est;Occitanie;IFD089;FCK343;FCK343;FCK343;2021-01-27;2021-01-27;2021-01-27;2021-02-11;Exploitation;-;
55954;Cloturé sans suite;Bascule en IP;85869;VILLEVEYRAC Réservoir Bâche 200 m3;2945;BAS LANGUEDOC (SIAE);1111;AG Thau Méditerranée;Occitanie;VJ5510;HCE437;GJH222;GJH222;2021-01-27;2021-02-09;2021-02-09;2021-02-17;Exploitation;-;
55952;Cloturé sans suite;Ajouter information Débimètre;15683;MARSEILLAN PR Quai de Toulon;24610;SETE AGGLOPOLE MEDITERRANEE - MARSEILLAN;1111;AG Thau Méditerranée;Occitanie;ICA467;QJA840;QJA840;QJA840;2021-01-27;2021-01-27;2021-02-11;2021-01-27;Exploitation;-;
55951;Cloturé;Paramétrage Topkapi pour Loïc BEAULIEU suite changement de poste;;;;;1113;AG Aude Pyrénées Orientales;Occitanie;IFK392;AFG555;AFG555;AFG555;2021-01-27;2021-02-01;2021-02-16;2021-02-01;Exploitation;-;
55950;Cloturé;Remplacement cpt par débitmètre;13823;RIEUX-MINERVOIS CAPTAGE Pompage Puits l'Horte peyriac Distillerie;387;CARCASSONNE AGGLO - RIEUX-MINERVOIS;1113;AG Aude Pyrénées Orientales;Occitanie;SQ5713;AFG555;AFG555;AFG555;2021-01-27;2021-01-28;2021-02-12;2021-01-28;Exploitation;-;
55948;Cloturé sans suite;Bascule en IP;15768;SETE QVEG SBL vers L'eau d'Issanka ZI;2945;BAS LANGUEDOC (SIAE);1111;AG Thau Méditerranée;Occitanie;VJ5510;QJA840;QJA840;QJA840;2021-01-27;2021-01-27;2021-02-11;2021-02-05;Exploitation;-;
55920;Cloturé sans suite;Modifs;94400;LE GRAU-DU-ROI QEU 11 Avenue Docteur Jean Bastide;21585;TERRES DE CAMARGUE (CC);1109;AG Occitanie Nord Est;Occitanie;IFD089;FCK343;FCK343;FCK343;2021-01-27;2021-01-27;2021-02-11;2021-01-27;Exploitation;-;
55902;Cloturé sans suite;Bascule en IP;15624;BALARUC QVEG SBL vers Balaruc Cpt 2 Chênes;2945;BAS LANGUEDOC (SIAE);1111;AG Thau Méditerranée;Occitanie;VJ5510;QJA840;QJA840;QJA840;2021-01-27;2021-01-27;2021-02-11;2021-02-01;Exploitation;-;
55900;Cloturé sans suite;Bascule en IP;15625;BALARUC QVEG SBL vers Balaruc Qm Carrefour;2945;BAS LANGUEDOC (SIAE);1111;AG Thau Méditerranée;Occitanie;VJ5510;QJA840;QJA840;QJA840;2021-01-27;2021-01-27;2021-02-11;2021-02-05;Exploitation;-;
55884;Cloturé sans suite;Prob Com;71700;CALVISSON PR du Soleil Sinsans;20003;CALVISSON;1109;AG Occitanie Nord Est;Occitanie;FFI241;FCK343;FCK343;FCK343;2021-01-27;2021-01-27;2021-01-27;2021-01-27;Exploitation;-;
55840;Cloturé sans suite;Synoptique;25869;CORNEILHAN Réservoir + surpresseur;22480;L'EAU DE BÉZIERS MEDITERRANEE;1112;AG Béziers Méditerranée;Occitanie;ICG507;QJA840;QJA840;QJA840;2021-01-26;2021-01-26;2021-02-10;2021-01-29;Exploitation;-;
55834;Cloturé sans suite;Modification paramétrage de communication "feuille topkapi F3";78194;VENDRES Reservoir Village;20429;CC LA DOMITIENNE - VENDRES;1112;AG Béziers Méditerranée;Occitanie;DFF227;QJA840;QJA840;QJA840;2021-01-26;2021-01-26;2021-02-10;2021-01-26;Exploitation;-;
55801;A cloturer;AUSSONNE PR Rue Aristide Berges (PR 2);105416;AUSSONNE PR Rue Aristide Berges (PR 2);27312;TOULOUSE MÉTROPOLE - ASTEO;1137;AG Toulouse;Occitanie;TUB171;TUB171;NKA972;;2021-01-26;2021-01-26;2021-02-10;;Exploitation;-;
